timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1695280999774,58,Get List Users,200,OK,Thread Group 1-74,text,true,,1720,127,6,6,https://reqres.in/api/users?page=1,57,0,0
1695280999832,56,Get Single User,200,OK,Thread Group 1-74,text,true,,1000,122,7,7,https://reqres.in/api/users/2,56,0,0
1695280999355,551,POST Create,201,Created,Thread Group 1-75,text,true,,721,232,6,6,https://reqres.in/api/users,551,0,99
1695280999906,58,Get List Users,200,OK,Thread Group 1-75,text,true,,1710,127,7,7,https://reqres.in/api/users?page=1,58,0,0
1695280999456,522,POST Create,201,Created,Thread Group 1-76,text,true,,717,232,7,7,https://reqres.in/api/users,522,0,122
1695280999979,54,Get List Users,200,OK,Thread Group 1-76,text,true,,1712,127,7,7,https://reqres.in/api/users?page=1,50,0,0
1695280999964,79,Get Single User,200,OK,Thread Group 1-75,text,true,,996,122,7,7,https://reqres.in/api/users/2,79,0,0
1695280999556,505,POST Create,201,Created,Thread Group 1-77,text,true,,721,232,7,7,https://reqres.in/api/users,505,0,80
1695281000034,62,Get Single User,200,OK,Thread Group 1-76,text,true,,996,122,7,7,https://reqres.in/api/users/2,62,0,0
1695281000061,52,Get List Users,200,OK,Thread Group 1-77,text,true,,1716,127,6,6,https://reqres.in/api/users?page=1,52,0,0
1695280999656,506,POST Create,201,Created,Thread Group 1-78,text,true,,711,232,7,7,https://reqres.in/api/users,506,0,86
1695281000114,60,Get Single User,200,OK,Thread Group 1-77,text,true,,996,122,7,7,https://reqres.in/api/users/2,60,0,0
1695281000162,50,Get List Users,200,OK,Thread Group 1-78,text,true,,1714,127,6,6,https://reqres.in/api/users?page=1,50,0,0
1695280999757,479,POST Create,201,Created,Thread Group 1-79,text,true,,713,232,6,6,https://reqres.in/api/users,479,0,89
1695281000212,54,Get Single User,200,OK,Thread Group 1-78,text,true,,998,122,7,7,https://reqres.in/api/users/2,54,0,0
1695281000236,53,Get List Users,200,OK,Thread Group 1-79,text,true,,1714,127,6,6,https://reqres.in/api/users?page=1,52,0,0
1695280999858,483,POST Create,201,Created,Thread Group 1-80,text,true,,712,232,6,6,https://reqres.in/api/users,483,0,84
1695281000289,63,Get Single User,200,OK,Thread Group 1-79,text,true,,994,122,6,6,https://reqres.in/api/users/2,63,0,0
1695281000341,57,Get List Users,200,OK,Thread Group 1-80,text,true,,1718,127,6,6,https://reqres.in/api/users?page=1,56,0,0
1695281000399,62,Get Single User,200,OK,Thread Group 1-80,text,true,,992,122,7,7,https://reqres.in/api/users/2,62,0,0
1695280999956,506,POST Create,201,Created,Thread Group 1-81,text,true,,713,232,7,7,https://reqres.in/api/users,506,0,100
1695281000463,56,Get List Users,200,OK,Thread Group 1-81,text,true,,1718,127,6,6,https://reqres.in/api/users?page=1,56,0,0
1695281000058,498,POST Create,201,Created,Thread Group 1-82,text,true,,707,232,6,6,https://reqres.in/api/users,498,0,99
1695281000519,63,Get Single User,200,OK,Thread Group 1-81,text,true,,1006,122,7,7,https://reqres.in/api/users/2,63,0,0
1695281000556,57,Get List Users,200,OK,Thread Group 1-82,text,true,,1710,127,6,6,https://reqres.in/api/users?page=1,56,0,0
1695281000621,48,Get Single User,200,OK,Thread Group 1-82,text,true,,998,122,7,7,https://reqres.in/api/users/2,48,0,0
1695281000158,511,POST Create,201,Created,Thread Group 1-83,text,true,,707,232,7,7,https://reqres.in/api/users,511,0,86
1695281000669,63,Get List Users,200,OK,Thread Group 1-83,text,true,,1708,127,6,6,https://reqres.in/api/users?page=1,63,0,0
1695281000259,479,POST Create,201,Created,Thread Group 1-84,text,true,,709,232,6,6,https://reqres.in/api/users,479,0,87
1695281000732,57,Get Single User,200,OK,Thread Group 1-83,text,true,,996,122,7,7,https://reqres.in/api/users/2,57,0,0
1695281000739,52,Get List Users,200,OK,Thread Group 1-84,text,true,,1714,127,6,6,https://reqres.in/api/users?page=1,52,0,0
1695281000792,47,Get Single User,200,OK,Thread Group 1-84,text,true,,996,122,6,6,https://reqres.in/api/users/2,47,0,0
1695281000356,516,POST Create,201,Created,Thread Group 1-85,text,true,,715,232,6,6,https://reqres.in/api/users,516,0,88
1695281000872,52,Get List Users,200,OK,Thread Group 1-85,text,true,,1718,127,6,6,https://reqres.in/api/users?page=1,52,0,0
1695281000457,477,POST Create,201,Created,Thread Group 1-86,text,true,,713,232,6,6,https://reqres.in/api/users,477,0,81
1695281000924,54,Get Single User,200,OK,Thread Group 1-85,text,true,,996,122,7,7,https://reqres.in/api/users/2,54,0,0
1695281000934,46,Get List Users,200,OK,Thread Group 1-86,text,true,,1716,127,6,6,https://reqres.in/api/users?page=1,46,0,0
1695281000980,53,Get Single User,200,OK,Thread Group 1-86,text,true,,1000,122,6,6,https://reqres.in/api/users/2,53,0,0
1695281000558,513,POST Create,201,Created,Thread Group 1-87,text,true,,707,232,6,6,https://reqres.in/api/users,513,0,82
1695281001072,51,Get List Users,200,OK,Thread Group 1-87,text,true,,1706,127,6,6,https://reqres.in/api/users?page=1,51,0,0
1695281000657,498,POST Create,201,Created,Thread Group 1-88,text,true,,709,232,7,7,https://reqres.in/api/users,498,0,94
1695281001132,72,Get Single User,200,OK,Thread Group 1-87,text,true,,994,122,7,7,https://reqres.in/api/users/2,72,0,0
1695281001155,50,Get List Users,200,OK,Thread Group 1-88,text,true,,1710,127,7,7,https://reqres.in/api/users?page=1,50,0,0
1695281000758,502,POST Create,201,Created,Thread Group 1-89,text,true,,715,232,7,7,https://reqres.in/api/users,502,0,96
1695281001205,64,Get Single User,200,OK,Thread Group 1-88,text,true,,990,122,7,7,https://reqres.in/api/users/2,64,0,0
1695281001260,47,Get List Users,200,OK,Thread Group 1-89,text,true,,1706,127,6,6,https://reqres.in/api/users?page=1,47,0,0
1695281000856,477,POST Create,201,Created,Thread Group 1-90,text,true,,715,232,6,6,https://reqres.in/api/users,477,0,83
1695281001307,114,Get Single User,200,OK,Thread Group 1-89,text,true,,1002,122,7,7,https://reqres.in/api/users/2,114,0,0
1695281001334,88,Get List Users,200,OK,Thread Group 1-90,text,true,,1716,127,7,7,https://reqres.in/api/users?page=1,88,0,0
1695281000956,488,POST Create,201,Created,Thread Group 1-91,text,true,,707,232,6,6,https://reqres.in/api/users,488,0,90
1695281001423,50,Get Single User,200,OK,Thread Group 1-90,text,true,,998,122,7,7,https://reqres.in/api/users/2,50,0,0
1695281001444,59,Get List Users,200,OK,Thread Group 1-91,text,true,,1722,127,6,6,https://reqres.in/api/users?page=1,58,0,0
1695281001056,483,POST Create,201,Created,Thread Group 1-92,text,true,,711,232,6,6,https://reqres.in/api/users,483,0,91
1695281001503,48,Get Single User,200,OK,Thread Group 1-91,text,true,,992,122,6,6,https://reqres.in/api/users/2,48,0,0
1695281001539,54,Get List Users,200,OK,Thread Group 1-92,text,true,,1708,127,6,6,https://reqres.in/api/users?page=1,54,0,0
1695281001155,490,POST Create,201,Created,Thread Group 1-93,text,true,,709,232,6,6,https://reqres.in/api/users,490,0,89
1695281001627,55,Get Single User,200,OK,Thread Group 1-92,text,true,,992,122,7,7,https://reqres.in/api/users/2,55,0,0
1695281001645,48,Get List Users,200,OK,Thread Group 1-93,text,true,,1712,127,6,6,https://reqres.in/api/users?page=1,48,0,0
1695281001693,50,Get Single User,200,OK,Thread Group 1-93,text,true,,1000,122,6,6,https://reqres.in/api/users/2,50,0,0
1695281001255,504,POST Create,201,Created,Thread Group 1-94,text,true,,715,232,6,6,https://reqres.in/api/users,504,0,90
1695281001760,48,Get List Users,200,OK,Thread Group 1-94,text,true,,1712,127,6,6,https://reqres.in/api/users?page=1,47,0,0
1695281001808,40,Get Single User,200,OK,Thread Group 1-94,text,true,,992,122,6,6,https://reqres.in/api/users/2,40,0,0
1695281001357,542,POST Create,201,Created,Thread Group 1-95,text,true,,709,232,6,6,https://reqres.in/api/users,542,0,136
1695281001457,477,POST Create,201,Created,Thread Group 1-96,text,true,,706,232,6,6,https://reqres.in/api/users,477,0,84
1695281001900,49,Get List Users,200,OK,Thread Group 1-95,text,true,,1710,127,6,6,https://reqres.in/api/users?page=1,48,0,0
1695281001934,48,Get List Users,200,OK,Thread Group 1-96,text,true,,1716,127,6,6,https://reqres.in/api/users?page=1,48,0,0
1695281001949,57,Get Single User,200,OK,Thread Group 1-95,text,true,,1000,122,6,6,https://reqres.in/api/users/2,57,0,0
1695281001982,47,Get Single User,200,OK,Thread Group 1-96,text,true,,996,122,5,5,https://reqres.in/api/users/2,47,0,0
1695281001556,479,POST Create,201,Created,Thread Group 1-97,text,true,,715,232,4,4,https://reqres.in/api/users,479,0,90
1695281002035,65,Get List Users,200,OK,Thread Group 1-97,text,true,,1708,127,4,4,https://reqres.in/api/users?page=1,65,0,0
1695281002109,48,Get Single User,200,OK,Thread Group 1-97,text,true,,1004,122,4,4,https://reqres.in/api/users/2,48,0,0
1695281001656,521,POST Create,201,Created,Thread Group 1-98,text,true,,709,232,3,3,https://reqres.in/api/users,521,0,99
1695281002177,48,Get List Users,200,OK,Thread Group 1-98,text,true,,1708,127,3,3,https://reqres.in/api/users?page=1,48,0,0
1695281001757,483,POST Create,201,Created,Thread Group 1-99,text,true,,713,232,3,3,https://reqres.in/api/users,483,0,93
1695281002226,51,Get Single User,200,OK,Thread Group 1-98,text,true,,994,122,3,3,https://reqres.in/api/users/2,51,0,0
1695281002240,74,Get List Users,200,OK,Thread Group 1-99,text,true,,1710,127,2,2,https://reqres.in/api/users?page=1,74,0,0
1695281001855,482,POST Create,201,Created,Thread Group 1-100,text,true,,711,232,2,2,https://reqres.in/api/users,482,0,91
1695281002315,51,Get Single User,200,OK,Thread Group 1-99,text,true,,1002,122,2,2,https://reqres.in/api/users/2,51,0,0
1695281002338,55,Get List Users,200,OK,Thread Group 1-100,text,true,,1710,127,1,1,https://reqres.in/api/users?page=1,55,0,0
1695281002393,49,Get Single User,200,OK,Thread Group 1-100,text,true,,992,122,1,1,https://reqres.in/api/users/2,49,0,0
